,Tm,SMILES
160,-225.14999999999998,c1ccc(cc1)C(=O)C2(CCCCC2)O
161,8.850000000000023,c1c(cn[nH]1)C(=O)O
162,-205.14999999999998,c1c[nH]nc1
163,-275.15,c1ccc2c(c1)CC=C2
164,-125.14999999999998,c1ccc2c(c1)cn[nH]2
165,-405.15,CCCCC#C
166,-292.15,CCCCCCN
167,-413.15,CCCCC=C
168,-325.15,CCCCCCO
169,-354.15,CCCCCCS
170,-258.15,CCCCCCCCCCCCCCC#C
171,-269.15,CCCCCCCCCCCCCCC=C
172,-224.14999999999998,CCCCCCCCCCCCCCCCO
173,-252.14999999999998,CCCCCCCCCCCCCCCCS
174,-216.14999999999998,CCCCCCCCCCCCCCCCS(=O)(=O)Cl
175,-354.15,CCCCCC#C
176,-296.15,CCCCCCCN
177,-392.15,CCCCCC=C
178,-307.15,CCCCCCCO
179,-316.15,CCCCCCCS
180,-219.14999999999998,CCCCCCCCCCCCCCCCCO
181,-175.14999999999998,c1ccc2c(c1)[nH]nn2
182,-70.14999999999998,c1ncn(n1)CC(=O)O
183,-249.14999999999998,c1cnn[nH]1
184,-304.15,C1CCN(CC1)C=O
185,-250.14999999999998,c1cc(ccc1[N+](=O)[O-])F
186,-283.15,c1ccc2c(c1)cccc2F
187,-293.15,c1cc(ccc1F)I
188,-271.15,c1cc(cc(c1)F)[N+](=O)[O-]
189,-315.15,c1cc(cc(c1)I)F
190,-195.14999999999998,c1c(cc(cc1F)I)[N+](=O)[O-]
191,-217.14999999999998,Cc1cc(c(c(c1)F)[N+](=O)[O-])C
192,-281.15,c1ccc(c(c1)[N+](=O)[O-])F
193,-315.15,c1ccc(c(c1)F)I
194,-246.14999999999998,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])F
195,-159.14999999999998,C#Cc1ccc2ccc3cccc4c3c2c1cc4
196,-248.14999999999998,C#CC1(CCCC1)O
197,-241.14999999999998,C#CC1(CCCCC1)O
198,-293.15,CCN1CCCCC1
199,-163.14999999999998,CCN1CCNC(=O)C1=O
200,-223.14999999999998,CCCc1ccc(cc1)C#Cc2ccc(cc2)CC
201,-200.14999999999998,CCc1ccc(cc1)C#Cc2ccc(cc2)C
202,-290.15,CCc1ccc(cc1)I
203,-263.15,CCCCCCc1ccc(cc1)C#Cc2ccc(cc2)CC
204,-238.14999999999998,CCc1ccc(cc1)C#Cc2ccc(cc2)OC
205,-134.14999999999998,CCn1c(cc(n1)C)C(=O)O
206,-187.14999999999998,CCn1c2ccccc2cc1c3ccccc3
207,-373.15,CCOCC(C)O
208,-209.14999999999998,CCCCCCCCCCCCCCCCCCCCO
209,-292.15,CCCCCCCCCCC#C
210,-310.15,CCCCCCCCCCC=C
211,-247.14999999999998,CCCCCCCCCCCCO
212,-280.15,CCCCCCCCCCCCS
213,-232.14999999999998,CCCCCCCCCCCCS(=O)(=O)Cl
214,-358.15,CC(CN(C)C)O
215,-239.14999999999998,c1cc(ccc1[N+](=O)[O-])OC(F)F
216,-170.14999999999998,CN(C)/C=C/[N+](=O)[O-]
217,-317.15,CCCCCCCCC#C
218,-339.15,CCCCCCCCC=C
219,-267.15,CCCCCCCCCCO
220,-299.15,CCCCCCCCCCS
221,-224.14999999999998,CC(C)(C)C(C1CCCC1)O
222,-241.14999999999998,CCCCCCCCCCS(=O)(=O)Cl
223,-154.14999999999998,C1CC=C(C1)C(=O)O
224,-260.15,C1CCC(CC1)N2CCCC2=O
225,-241.14999999999998,C1CCC(=CC1)C(=O)O
226,-240.14999999999998,C1CCC(=CC1)CC(=O)O
227,-248.14999999999998,C1CCN(CC1)CC#N
228,-153.14999999999998,Cc1cc(n(n1)C(=O)CC#N)C
229,-127.14999999999998,C1CC1(C#N)C(=O)O
230,-162.14999999999998,c1ccc2c(c1)cnnc2Cl
231,-1.1499999999999773,c1ccc2c(c1)c(=O)[nH]nc2Cl
232,-372.15,CCCCCCl
233,-331.15,CCCCCCCCCl
234,-281.15,c1ccc2c(c1)cccc2Cl
235,-239.14999999999998,c1ccc2c(c1)ccnc2Cl
236,-367.15,CCCCCCCl
237,-264.15,CCCCCCCCCCCCCCCCCl
238,-338.15,CC(OC(=O)Cl)Cl
239,-396.15,CCCCCl
240,-113.14999999999998,c1ccc2c(c1)C(=O)c3cccc(c3C2=O)Cl
241,-108.14999999999998,C1C2CC3CC1CC(C2)(C3)Cl
242,-127.14999999999998,C1CN(NC1=O)C(=O)CCl
243,-189.14999999999998,c1cc(ccc1[N+](=O)[O-])Cl
244,-218.14999999999998,c1cc(ccc1Cl)I
245,-295.15,c1cc(ccc1F)Cl
246,-235.14999999999998,c1cc(c(cc1F)[N+](=O)[O-])Cl
247,-377.15,CC(C)CCCl
248,-228.14999999999998,c1cc(cc(c1)Cl)[N+](=O)[O-]
249,-239.14999999999998,COc1cc(cc(c1)Cl)OC
250,-180.14999999999998,c1c(cc(cc1Br)Br)Cl
251,-250.14999999999998,c1cc(c(cc1Cl)[N+](=O)[O-])[N+](=O)[O-]
252,-240.14999999999998,c1ccc(c(c1)[N+](=O)[O-])Cl
253,-404.15,CC(C)CCl
254,-272.15,c1ccc(c(c1)Cl)I
255,-316.15,c1ccc(c(c1)F)Cl
256,-223.14999999999998,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Cl
257,-299.15,c1cc(c(cc1F)F)Cl
258,-226.14999999999998,c1cc(c(c(c1F)[N+](=O)[O-])F)Cl
259,-332.15,c1cc(c(cc1C(F)(F)F)C(F)(F)F)Cl
260,-363.15,CCCCO
261,-389.15,CCCCS
262,-282.15,CCCCCCCCCCCBr
263,-302.15,CCCCS(=O)(=O)Cl
264,-268.15,CCCCCCCCCCCCCCBr
265,-178.14999999999998,c1cc2ccc3ccc(c4c3c2c(c1)cc4)Br
266,-267.15,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
267,-383.15,CCCBr
268,-368.15,CCCCCBr
269,-254.14999999999998,CCCCCCCCCCCCCCCBr
270,-328.15,CCCCCCCCBr
271,-245.14999999999998,CCCCCCCCCCCCCCCCCCBr
272,-274.15,c1ccc2c(c1)cccc2Br
273,-358.15,CCCCCCBr
274,-331.15,CCCCCCCBr
275,-256.15,CCCCCCCCCCCCCCCCBr
276,-283.15,CCCCCCCCCCCCBr
277,-303.15,CCCCCCCCCCBr
278,-385.15,CCCCBr
279,-154.14999999999998,C1C2CC3CC1CC(C2)(C3)Br
280,-257.15,CC(C)(C)c1ccc(cc1)Br
281,-147.14999999999998,c1cc(ccc1[N+](=O)[O-])Br
282,-285.15,CC(C)c1ccc(cc1)Br
283,-182.14999999999998,c1cc(ccc1Br)I
284,-238.14999999999998,c1ccc2c(c1)c(ccc2Br)F
285,-289.15,c1cc(ccc1F)Br
286,-235.14999999999998,c1cc(c(cc1F)[N+](=O)[O-])Br
287,-208.14999999999998,c1cc(ccc1Cl)Br
288,-203.14999999999998,c1cc(c(cc1Cl)[N+](=O)[O-])Br
289,-263.15,c1ccc(cc1)OCCCBr
290,-385.15,CC(C)CCBr
291,-282.15,c1cc(cc(c1)I)Br
292,-281.15,c1cc(cc(c1)Br)F
293,-332.15,C(CCl)CBr
294,-295.15,c1cc(cc(c1)Br)Cl
295,-209.14999999999998,CC(C)(C)c1cc(cc(c1)Br)C(C)(C)C
296,-300.15,c1c(cc(cc1F)Br)F
297,-198.14999999999998,c1c(cc(cc1Cl)Br)Cl
298,-289.15,c1c(cc(cc1C(F)(F)F)Br)C(F)(F)F
299,-232.14999999999998,c1ccc(cc1)C(CCBr)c2ccccc2
300,-231.14999999999998,c1ccc(c(c1)[N+](=O)[O-])Br
301,-194.14999999999998,c1ccc2c(c1)ccc(c2Br)O
302,-391.15,CC(C)CBr
303,-193.14999999999998,COc1ccc2ccccc2c1Br
304,-263.15,c1ccc(c(c1)Br)I
305,-217.14999999999998,CCCCCCCCCCCCCCC(=O)CBr
306,-281.15,c1ccc(c(c1)F)Br
307,-237.14999999999998,c1cc(c(cc1I)F)Br
308,-341.15,CCc1ccccc1Br
309,-291.15,C(CBr)Cl
310,-286.15,c1ccc(c(c1)Cl)Br
311,-212.14999999999998,c1cc(c(cc1[N+](=O)[O-])Cl)Br
312,-217.14999999999998,c1c(c(cc(c1F)Br)F)[N+](=O)[O-]
313,-201.14999999999998,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Br
314,-248.14999999999998,COc1ccc(c(c1)OC)Br
315,-277.15,c1cc(c(cc1F)F)Br
316,-246.14999999999998,c1cc(c(cc1Cl)Cl)Br
317,-292.15,c1c(c(cc(c1F)Br)F)F
318,-215.14999999999998,c1cc(c(c(c1)Br)Cl)Cl
319,-214.14999999999998,c1c(cc(c(c1Cl)Cl)Br)Cl
320,-213.14999999999998,Cc1cc(c(c(c1C)Br)C)C
321,-222.14999999999998,CC(C)(C)OC(=O)n1cccc1C=O
322,-227.14999999999998,CC(C)(C)OC(=O)N1CCNCC1
323,-240.14999999999998,CCOC(=O)C1CCCN(C1)C(=O)OC(C)(C)C
324,-123.14999999999998,CC(C)(C)OC(=O)N1CCC(CC1)C(=O)O
325,-226.14999999999998,CC(C)(C)OC(=O)N1CCc2c1cccc2
326,-227.14999999999998,CC(C)(C)OC(=O)n1ccnc1
327,-171.14999999999998,CC(C)(C)OC(=O)N1CC(C1)C(=O)O
328,-101.14999999999998,CC(C)(C)OC(=O)n1c2cc(ccc2cn1)N
329,-199.14999999999998,CC(C)(C)OC(=O)N1CCC(=O)CC1
330,-193.14999999999998,CC(C)(C)OC(=O)N1CCC(CC1)CO
331,-210.14999999999998,CC(C)(C)OC(=O)N1CCC(CC1)O
332,-226.14999999999998,CC(C)(C)OC(=O)N1CCC(CC1)C#N
333,-237.14999999999998,CC(C)(C)OC(=O)N1CCC(=O)C1
334,-235.14999999999998,CC(C)(C)OC(=O)N1CCCC(=O)C1
335,-115.14999999999998,CC(C)(C)OC(=O)N1CCNC(=O)C1
336,-205.14999999999998,CC(C)(C)OC(=O)N1CCCC(C1)O
337,-233.14999999999998,CC(C)(C)OC(=O)N1CC(C1)O
338,-203.14999999999998,CC(C)(C)OC(=O)N1CC(C1)C#N
339,-222.14999999999998,CC(C)(C)OC(=O)N1CC(=O)C1
340,-237.14999999999998,CC(C)(C)OC(=O)N1CCCCC1=O
341,-218.14999999999998,CC(C)(C)OC(=O)n1cccc1[Si](C)(C)O
342,-233.14999999999998,c1ccc(cc1)COC(=O)N2CCC(=O)CC2
343,-211.14999999999998,c1ccc(cc1)COc2ccc(cc2)Br
344,-211.14999999999998,c1ccc(cc1)COc2ccc(cc2)I
345,-222.14999999999998,c1ccc(cc1)COc2cccc(c2)I
346,-202.14999999999998,c1ccc(cc1)Cn2ccnc2
347,-109.14999999999998,c1ccc(cc1)CN2C(=O)C(C(=O)NC2=O)c3ccccc3
348,-211.14999999999998,c1ccc(cc1)CN2CCC(CC2)O
349,-176.14999999999998,c1ccc(cc1)CN2CCC(CC2)(C#N)O
350,-201.14999999999998,CC(C)(C)OC(=O)N1CCN(CC1)Cc2ccccc2
351,-108.14999999999998,c1ccc(cc1)Cn2c3ccccc3c(n2)O
352,-188.14999999999998,c1ccc(cc1)CN2CCNCCNCCNCC2
353,-93.14999999999998,c1ccc(cc1)Cn2c(c(nn2)C(=O)O)C(=O)O
354,-224.14999999999998,c1ccc(cc1)C(=O)N2CCCCC2
355,-197.14999999999998,c1ccc(cc1)C(=O)c2cccc3c2cccc3
356,-218.14999999999998,c1ccc(cc1)C(=O)N2CCC(=O)CC2
357,-181.14999999999998,c1ccc(cc1)C(c2ccccc2)N3CCNCC3
358,-225.14999999999998,C1COCCOCCOCCOCCOCCN1
359,-155.14999999999998,c1cc2ccc3ccc(c4c3c2c(c1)cc4)N
360,-271.15,c1ccc2c(c1)CCC2N
361,-19.149999999999977,c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N
362,-66.14999999999998,c1cc2c(c(c1)N)C(=O)c3cccc(c3C2=O)Cl
363,-65.14999999999998,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N
364,-46.14999999999998,c1ccc2c(c1)C(=O)c3c(cc(c(c3C2=O)N)Br)Br
365,-156.14999999999998,C1C2CC3CC1CC(C2)(C3)CO
366,-199.14999999999998,C1C2CC3CC1CC(C2)(C3)CCO
367,-136.14999999999998,C1C2CC3CC1CC(C2)(C3)CC(=O)O
368,-185.14999999999998,CC(=O)c1ccc2ccc3cccc4c3c2c1cc4
369,-91.14999999999998,CC(=O)N1CCC(CC1)C(=O)O
370,-141.14999999999998,CC(=O)N1CCC(CC1)C(=O)Cl
371,-241.14999999999998,CC(=O)N1CCNCC1
372,-263.15,CC(=O)c1cccc2c1cccc2
373,-131.14999999999998,CC(=O)N1c2ccccc2C(=O)C1=O
374,-172.14999999999998,CC(=O)n1ccnc1
375,-96.14999999999998,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-]
376,-153.14999999999998,CC(=O)N1CCc2c1ccc(c2)Br
377,-76.14999999999998,CC(=O)N1CCc2c1c(cc(c2)Br)[N+](=O)[O-]
378,-90.14999999999998,CC(=O)N1CCN(CC1)c2ccc(cc2)O
379,-106.14999999999998,CC(=O)NNC(=S)N
380,-208.14999999999998,CC(=O)c1c2ccccc2ccc1O
381,-125.14999999999998,CC(=O)NC12CC3CC(C1)CC(C3)C2
382,-186.14999999999998,CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC
383,-234.14999999999998,C1COCCOCCOCCOCCOCCO1
384,-174.14999999999998,C(CCCCCCCC(=O)O)CCCCCCCO
385,-187.14999999999998,C(CCCCCCCO)CCCCCCC(=O)O
386,-195.14999999999998,CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC
387,-206.14999999999998,CCCCCCCCCCCC(=O)CCCCCCCCCCC
388,-198.14999999999998,CCCCCCC(CCCCCCCCCCC(=O)O)O
389,-87.14999999999998,C(CCCCCC(=O)O)CCCCCN
390,-201.14999999999998,CCCCCCCCCCC(CCCCCCCCCC)O
391,-231.14999999999998,C#CCCCCCCCCC(=O)O
392,-249.14999999999998,C=CCCCCCCCCC(=O)O
393,-276.15,C=CCCCCCCCCCO
394,-237.14999999999998,c1ccc(cc1)CCCCCCCCCCO
395,-171.14999999999998,CN1c2ccccc2Sc3c1cccc3
396,-169.14999999999998,c1cc2ccc3cccnc3c2c(c1)O
397,-216.14999999999998,CCCCCCCCCCC#CC#CCCCCCCCCC(=O)O
398,-209.14999999999998,CCCCCCCCCCCCC#CC#CCCCCCCCCC(=O)O
399,-162.14999999999998,C(CCCCC(=O)O)CCCC#CC#CCCCCCCCCC(=O)O
400,-68.14999999999998,c1ccc2c(c1)CCc3ccccc3N2C(=O)N
401,-231.14999999999998,c1ccn(c1)c2cc(cc(c2)C(F)(F)F)C(F)(F)F
402,-201.14999999999998,CC(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O
403,-226.14999999999998,C(CCCCO)CCCCO
404,-131.14999999999998,c1ccc(cc1)/C=C/C=C/C(=O)/C=C/C=C/c2ccccc2
405,-235.14999999999998,C(CCCCN)CCCCN
406,-213.14999999999998,C(CCCCO)CCCO
407,-294.15,C#CCCCCCC#C
408,27.850000000000023,c1cc2cccc3c2c(c1)C(=O)NC3=O
409,-2.1499999999999773,c1cc2cccc3c2c(c1)C(=O)OC3=O
410,-281.15,C(CCCCCl)CCCCl
411,-71.14999999999998,c1cc2c(c(c1)Cl)C(=O)c3c(cccc3Cl)C2=O
412,-257.15,C(CCCCBr)CCCBr
413,-205.14999999999998,c1ccc(cc1)CN2CCCNCCN(CCCNCC2)Cc3ccccc3
414,-343.15,C1CCC2=NCCCN2CC1
415,-221.14999999999998,C(CCCCN)CCCN
416,-210.14999999999998,c1cc2cccc(c2c(c1)N)N
417,-272.15,CC1(C2CCC(O1)(CC2)C)C
418,-224.14999999999998,CN(C)c1cccc2c1c(ccc2)N(C)C
419,-94.14999999999998,c1cc2c(c(c1)O)C(=O)c3c(cccc3O)C2
420,-194.14999999999998,c1cc2ccc3c(c2nc1)cccn3
421,-255.14999999999998,C(CCCO)CCCO
422,-91.14999999999998,c1cc2ccc(cc2c(c1)O)O
423,-245.14999999999998,C(CCCN)CCCN
424,-294.15,C(CCCS)CCS
425,-231.14999999999998,C(CCCO)CCO
426,-191.14999999999998,c1ccc(cc1)OCC#CC#CCOc2ccccc2
427,-214.14999999999998,COc1ccc2c(c1)cccc2OC
428,-340.15,C(CCCN=C=O)CCN=C=O
429,-135.14999999999998,c1cc2cc(ccc2c(c1)O)O
430,-276.15,C(CCCC#N)CCC#N
431,-286.15,C(CCCCl)CCCl
432,-22.149999999999977,c1cc2c(cc1Br)cc(c(c2Br)O)C(=O)O
433,-275.15,C(CCCBr)CCBr
434,-232.14999999999998,C(CCCN)CCN
435,-91.14999999999998,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O
436,-345.15,C(CCS)CCS
437,-289.15,C(CCO)CCO
438,-213.14999999999998,C1CCc2nnnn2CC1
439,-414.15,C=CCCC=C
440,-57.14999999999998,c1cc2c(cccc2[N+](=O)[O-])c(c1)[N+](=O)[O-]
441,-193.14999999999998,Cc1cccc2c1cccc2C
442,-345.15,C(CCCl)CCCl
443,-199.14999999999998,c1c(c(cc(c1[N+](=O)[O-])F)F)[N+](=O)[O-]
444,-26.149999999999977,c1cc2c(c(c1)Cl)C(=O)c3cccc(c3C2=O)Cl
445,-172.14999999999998,c1c(c(cc(c1[N+](=O)[O-])Cl)Cl)[N+](=O)[O-]
446,-307.15,C(CCBr)CCBr
447,-264.15,C(CCN)CCN
448,-82.14999999999998,c1cc2c(cccc2N)c(c1)N
449,-226.14999999999998,c1ccc(cc1)P(CCCCCP(c2ccccc2)c3ccccc3)c4ccccc4
450,-110.14999999999998,CC1(C(=O)NC(=O)N1C)C
451,-208.14999999999998,C1CN(CCN1CCC#N)CCC#N
452,-177.14999999999998,c1cc(ccc1CC#N)CC#N
453,-19.149999999999977,c1cc(ccc1CC(=O)O)CC(=O)O
454,-142.14999999999998,c1cc(ccc1N=C=S)N=C=S
455,-192.14999999999998,C1COCCNC1=O
456,-141.14999999999998,C1CS(=O)(=O)CCO1
457,-151.14999999999998,c1ccc2c(c1)C(=O)C=CC2=O
458,-190.14999999999998,C([C@H]([C@H](CS)O)O)S
459,-231.14999999999998,C([C@H]([C@@H](CS)O)O)S
